id,path,canonical,transcript,speaker_id,c_norm,t_norm,ph_error
HYT_Nu_6_S0005_78,audio_data/train/HYT_Nu_6_S0005_78.wav,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz,S0005,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz,k ɔ-0 nz t e-0 nz l aː-1 t͡ɕ ə-1 nz t u-1 ŋmz l ə-0 mz,False
HYT_Nu_6_S0005_89,audio_data/train/HYT_Nu_6_S0005_89.wav,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1,S0005,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1,t əː-4 ɗ o-4 t u-1 ŋmz l ə-0 mz n aː-1 ŋz t iə-0 nz k aː-4 k ɔ-4 ɲ ɨ-2 ŋz h i-1 ŋ̟z z aː-5 ŋz ɣ i-1,False
MK_7_NU_S0007_8,audio_data/train/MK_7_NU_S0007_8.wav,m ɛ-5 n ə-4 uz k əː-0 mz,m ɛ-5 n ə-4 uz k əː-0 mz,S0007,m ɛ-5 n ə-4 uz k əː-0 mz,m ɛ-5 n ə-4 uz k əː-0 mz,False
PTT_7_NU_S0041_15,audio_data/train/PTT_7_NU_S0041_15.wav,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3,S0041,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3,aː-0 iz iə-0 uz tʰ u-0 ɗ a-5 tz t a-0 iz l e-0 nz v aː-0 iz ɗ o-0 ŋmz tʰ u-3 tʰ i-3,False
NMA_7_NU_S0002_60,audio_data/train/NMA_7_NU_S0002_60.wav,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz,S0002,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz,l ə-4 mz l ə-4 mz t ə-4 mz m ɨə-0 ɓ a-0 iz,False
NMA_7_NU_S0002_44,audio_data/train/NMA_7_NU_S0002_44.wav,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz,S0002,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz,m w o-2 mz z ɨ-1 ŋz ɲ iə-1 uz k w aː-5 tz ɓ a-0 iz,False
DNK_7_NU_S0048_89,audio_data/train/DNK_7_NU_S0048_89.wav,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz,S0048,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz,ɓ ə-1 uz t͡ɕ əː-1 iz t͡ɕ ɔ-0 ŋmz s eaː-0 ŋ̟z s ɔ-0 iz ɓ ɔ-4 ŋmz s w o-4 ŋmz,False
NHM_7_NU_S0006_62,audio_data/train/NHM_7_NU_S0006_62.wav,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1,S0006,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1,z a-1 mz tʰ aː-4 ŋz ɓ a-3 iz n ɨə-4 kz ɲ a-3 iz l e-0 nz ɓ əː-1,False
THA_7_NU_S0043_75,audio_data/train/THA_7_NU_S0043_75.wav,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4,S0043,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4,ɓ ə-0 iz z əː-1 k ə-5 uz t͡ɕ aː-3 l əː-1 iz s w ə-4 tz t əː-4 ɲ ɨ-2 ŋz k ə-0 uz h ɔ-3 iz n a-1 iz ɲ ɛ-4,False
THA_7_NU_S0043_43,audio_data/train/THA_7_NU_S0043_43.wav,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz,S0043,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz,ɓ aː-0 uz n a-0 mz x ə-3 uz l w iə-5 nz k i-4 ɗ aː-2 t o-4 tz ŋ iə-5 pz f o-3 tʰ o-0 ŋmz v aː-1 tʰ i-0 ɗ ə-5 uz v aː-1 uz t͡ɕ ɨə-1 ŋz ɗ aː-5 iz h ɔ-5 kpz t o-3 ŋmz h əː-5 pz,False
NTN_7_NU_S0042_13,audio_data/train/NTN_7_NU_S0042_13.wav,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz,S0042,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz,m ɔ-5 iz ŋ ɨə-1 iz l w o-0 nz iə-0 uz tʰ ɨə-0 ŋz v aː-1 ɣ a-4 nz ɓ ɔ-4 v əː-4 iz ɲ a-0 uz,False
NMA_7_NU_S0002_244,audio_data/train/NMA_7_NU_S0002_244.wav,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz,S0002,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz,v ɨə-1 l u-4 kpz ə-4 iz v uə-0 k u-1 ŋmz k aː-4 kz v ɨə-0 ŋz h ə-1 uz ɓ ɨə-4 kz z aː-0 ŋ w aː-1 iz m w i-0 tʰ w iə-1 nz,False
PC_7_NAM_S0004_62,audio_data/train/PC_7_NAM_S0004_62.wav,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz,S0004,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz,v ə-5 iz əː-0 t͡ɕ ɨə-1 ŋz ɓ aː-5 nz tʰ i-4 k̟z t͡ɕ əː-0 iz v əː-4 iz aː-0 iz ɲ ə-4 tz,False
THA_7_NU_S0043_18,audio_data/train/THA_7_NU_S0043_18.wav,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1,S0043,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1,tʰ ə-1 iz z aː-4 uz m aː-0 ŋz z ɔ-3 t͡ɕ aː-4 iz k ə-0 iz ɗ e-4 nz l əː-4 pz ɗ e-3 l aː-1 mz ɣ i-1,False
GQM_Nam_6_S0006_109,audio_data/train/GQM_Nam_6_S0006_109.wav,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,S0006,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,k aː-4 m a-0 ŋz l aː-5 kz m ɛ-5,False
TPA_Nu_6_S0009_152,audio_data/train/TPA_Nu_6_S0009_152.wav,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,S0009,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,tʰ ə-1 iz z aː-4 uz t aː-5 mz ɓ iə-5 tz t ɨ-1 ŋz ɗ ɨə-4 t͡ɕ u-4 ŋmz t o-0 iz,False
TPA_Nu_6_S0009_22,audio_data/train/TPA_Nu_6_S0009_22.wav,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0,S0009,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0,t͡ɕ i-5 ɗ aː-2 t͡ɕ ɔ-0 ɓ ɔ-5 nz t͡ɕ ɛ-3 a-0 nz t͡ɕ ɨə-0,False
NNM_Nu_6_S00045_102,audio_data/train/NNM_Nu_6_S00045_102.wav,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0,S00045,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0,ɗ e-3 z w aː-5 tʰ ɔ-3 t͡ɕ ɔ-0 v w i-0,False
TPA_Nu_6_S0009_205,audio_data/train/TPA_Nu_6_S0009_205.wav,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4,S0009,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4,e-4 k̟z ɓ iə-4 nz h i-1 ŋ̟z m o-5 tz t͡ɕ aː-1 ŋz h w aː-1 ŋz t ɨ-3 m o-5 tz t͡ɕ aː-1 ŋz t͡ɕ aː-0 iz x o-0 iz ŋ o-0 t w ə-4 nz t u-4,False
LDMT_Nam_6_S00047_17,audio_data/train/LDMT_Nam_6_S00047_17.wav,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz,S00047,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz,s a-0 uz ɗ ə-0 iz t əː-4 s ɛ-2 ɗ ɔ-5 kpz h ɨə-4 v aː-1 l aː-1 mz,False
TTT_Nu_6_S00049_70,audio_data/train/TTT_Nu_6_S00049_70.wav,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz,S00049,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz,z u-1 ŋmz t͡ɕ ə-0 nz ɗ aː-5 pz m o-5 tz k aː-4 iz,False
NHM_7_NU_S0006_20,audio_data/train/NHM_7_NU_S0006_20.wav,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1,S0006,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1,ɓ ə-0 iz z əː-1 m i-1 ŋ̟z ɗ o-4 ɓ aː-5 nz ɗ o-1 ŋmz ɓ a-1 ŋz l aː-1 ɣ i-1,False
HYT_Nu_6_S0005_79,audio_data/train/HYT_Nu_6_S0005_79.wav,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4,S0005,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4,h o-0 mz n a-0 iz k ɔ-0 nz s ɛ-2 ɗ ɔ-5 kpz ɓ aː-1 iz n aː-1 ŋz t iə-0 nz k aː-4,False
PTT_7_NU_S0041_84,audio_data/train/PTT_7_NU_S0041_84.wav,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,S0041,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,k ɔ-4 ɣ i-1 ŋ ə-2 mz ŋ i-2,False
TTD_7_NAM_S0001_33,audio_data/train/TTD_7_NAM_S0001_33.wav,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3,S0001,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3,ɓ ə-0 iz z əː-1 tʰ ɔ-0 ŋmz tʰ aː-3,False
NDBA_7_NAM_S0010_38,audio_data/train/NDBA_7_NAM_S0010_38.wav,i-0 t əː-4 l aː-1,i-0 t əː-4 l aː-1,S0010,i-0 t əː-4 l aː-1,i-0 t əː-4 l aː-1,False
DNK_7_NU_S0048_145,audio_data/train/DNK_7_NU_S0048_145.wav,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,S0048,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,h aː-5 k eaː-4 ŋ̟z z ɛ-0 uz m ɨ-1 ŋz,False
NTN_7_NU_S0042_20,audio_data/train/NTN_7_NU_S0042_20.wav,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz,S0042,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz,tʰ ɨ-0 v iə-5 nz s eaː-0 ŋ̟z v əː-4 iz ɲ ɨ-2 ŋz k w o-4 nz s eaː-4 k̟z h a-0 iz,False
DNK_7_NU_S0048_297,audio_data/train/DNK_7_NU_S0048_297.wav,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-2 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-1 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz,S0048,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-2 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz,h aː-0 iz k ə-5 uz k ə-1 mz z aː-0 uz k aː-4 tz k aː-3 ɗ aː-4 mz k ɔ-3 l ə-1 nz ɓ o-0 ŋmz h w aː-0 k u-4 kpz,True
NMA_7_NU_S0002_120,audio_data/train/NMA_7_NU_S0002_120.wav,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z,S0002,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z,k eaː-1 ŋ̟z k ə-0 iz l əː-4 nz h əː-0 nz k o-5 tz ɗ i-1 ŋ̟z,False
NMA_7_NU_S0002_238,audio_data/train/NMA_7_NU_S0002_238.wav,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz,S0002,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz,k ɔ-0 nz t͡ɕ a-4 uz k uə-3 z o-1 ŋmz t͡ɕ a-4 uz t iə-0 nz,False
NMA_7_NU_S0002_90,audio_data/train/NMA_7_NU_S0002_90.wav,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz,S0002,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz,m ɛ-1 uz h o-3 ɓ aː-4 uz s ɨ-0 t ɨ-3 tʰ aː-0 k ɔ-0 nz z o-4 ŋmz ɲ ɨ-0 tʰ aː-0 k ɔ-0 nz m o-1 iz,False
PC_7_NAM_S0004_122,audio_data/train/PC_7_NAM_S0004_122.wav,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz,S0004,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz,k ɔ-0 nz m ɛ-1 uz ɲ aː-1 t əː-4 z ə-4 tz ɗ aː-4 ŋz iə-0 uz,False
TPA_Nu_6_S0009_211,audio_data/train/TPA_Nu_6_S0009_211.wav,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2,S0009,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2,t aː-0 s a-2 nz s aː-1 ŋz tʰ aː-0 tʰ ɨ-4 n e-4 uz n aː-1 ŋz h ɨə-4 v əː-4 iz t aː-0 t ɨ-1 n a-0 iz n aː-1 ŋz x o-0 ŋmz ɓ aː-0 uz z əː-1 ɗ eaː-4 ŋ̟z z aː-4 ŋ ɨə-1 iz x aː-4 kz k w aː-0 v ɛ-3 ɓ e-1 ŋ w aː-1 iz n ɨə-2,False
NHM_7_NU_S0006_136,audio_data/train/NHM_7_NU_S0006_136.wav,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1,S0006,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1,ɗ ɔ-4 l aː-1 h aː-0 iz tʰ ɨ-4 x o-0 ŋmz tʰ e-3 tʰ iə-4 uz k uə-3 k ɔ-0 nz ŋ ɨə-1 iz z ə-0 nz v iə-5 tz n aː-0 mz m o-2 iz x i-0 t e-4 tz ɗ e-4 nz s w ə-0 nz v e-1,False
MK_7_NAM_S0005_3,audio_data/train/MK_7_NAM_S0005_3.wav,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0,S0005,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0,tʰ ɛ-0 uz o-0 ŋmz t͡ɕ a-4 uz ɗ ɨə-5 kz v e-1 k w e-0,False
