id,path,canonical,transcript,speaker_id
NTN_7_NU_S0042_13,audio_data/train/NTN_7_NU_S0042_13.wav,mọi người luôn yêu thương và gắn bó với nhau,mọi người luôn yêu thương và gắn bó với nhau,S0042
NMA_7_NU_S0002_244,audio_data/train/NMA_7_NU_S0002_244.wav,vừa lúc ấy vua cùng các vương hầu bước ra ngoài mui thuyền,vừa lúc ấy vua cùng các vương hầu bước ra ngoài mui thuyền,S0002
PC_7_NAM_S0004_62,audio_data/train/PC_7_NAM_S0004_62.wav,vậy ở trường bạn thích chơi với ai nhất,vậy ở trường bạn thích chơi với ai nhất,S0004
THA_7_NU_S0043_18,audio_data/train/THA_7_NU_S0043_18.wav,thầy giáo mang giỏ trái cây đến lớp để làm gì,thầy giáo mang giỏ trái cây đến lớp để làm gì,S0043
GQM_Nam_6_S0006_109,audio_data/train/GQM_Nam_6_S0006_109.wav,cá măng lạc mẹ,cá măng lạc mẹ,S0006
TPA_Nu_6_S0009_152,audio_data/train/TPA_Nu_6_S0009_152.wav,thầy giáo tạm biệt từng đứa chúng tôi,thầy giáo tạm biệt từng đứa chúng tôi,S0009
TPA_Nu_6_S0009_22,audio_data/train/TPA_Nu_6_S0009_22.wav,chị đã cho bọn trẻ ăn chưa,chị đã cho bọn trẻ ăn chưa,S0009
NNM_Nu_6_S00045_102,audio_data/train/NNM_Nu_6_S00045_102.wav,để doạ thỏ cho vui,để doạ thỏ cho vui,S00045
TPA_Nu_6_S0009_205,audio_data/train/TPA_Nu_6_S0009_205.wav,ếch biến hình một chàng hoàng tử một chàng trai khôi ngô tuấn tú,ếch biến hình một chàng hoàng tử một chàng trai khôi ngô tuấn tú,S0009
LDMT_Nam_6_S00047_17,audio_data/train/LDMT_Nam_6_S00047_17.wav,sau đây tớ sẽ đọc hứa và làm,sau đây tớ sẽ đọc hứa và làm,S00047
TTT_Nu_6_S00049_70,audio_data/train/TTT_Nu_6_S00049_70.wav,dùng chân đạp một cái,dùng chân đạp một cái,S00049
NHM_7_NU_S0006_20,audio_data/train/NHM_7_NU_S0006_20.wav,bây giờ mình đố bạn đồng bằng là gì,bây giờ mình đố bạn đồng bằng là gì,S0006
HYT_Nu_6_S0005_79,audio_data/train/HYT_Nu_6_S0005_79.wav,hôm nay con sẽ đọc bài nàng tiên cá,hôm nay con sẽ đọc bài nàng tiên cá,S0005
PTT_7_NU_S0041_84,audio_data/train/PTT_7_NU_S0041_84.wav,có gì ngẫm nghĩ,có gì ngẫm nghĩ,S0041
TTD_7_NAM_S0001_33,audio_data/train/TTD_7_NAM_S0001_33.wav,bây giờ thong thả,bây giờ thong thả,S0001
NDBA_7_NAM_S0010_38,audio_data/train/NDBA_7_NAM_S0010_38.wav,ý tớ là,ý tớ là,S0010
DNK_7_NU_S0048_145,audio_data/train/DNK_7_NU_S0048_145.wav,hạ cánh reo mừng,hạ cánh reo mừng,S0048
NTN_7_NU_S0042_20,audio_data/train/NTN_7_NU_S0042_20.wav,thư viện xanh với những cuốn sách hay,thư viện xanh với những cuốn sách hay,S0042
DNK_7_NU_S0048_297,audio_data/train/DNK_7_NU_S0048_297.wav,hai cậu cầm dao cát cả đám cỏ lẫn bông hoa cúc,hai cậu cầm dao cát cả đám cỏ lần bông hoa cúc,S0048
NMA_7_NU_S0002_120,audio_data/train/NMA_7_NU_S0002_120.wav,cành cây lớn hơn cột đình,cành cây lớn hơn cột đình,S0002
NMA_7_NU_S0002_238,audio_data/train/NMA_7_NU_S0002_238.wav,con cháu của rồng cháu tiên,con cháu của dồng cháu tiên,S0002
NMA_7_NU_S0002_90,audio_data/train/NMA_7_NU_S0002_90.wav,mèo hổ báo sư tử tha con giống như tha con mồi,mèo hổ báo xư tử tha con giống như tha con mồi,S0002
PC_7_NAM_S0004_122,audio_data/train/PC_7_NAM_S0004_122.wav,con mèo nhà tớ rất đáng yêu,con mèo nhà tớ dất đáng yêu,S0004
TPA_Nu_6_S0009_211,audio_data/train/TPA_Nu_6_S0009_211.wav,ta sẵn sàng tha thứ nếu nàng hứa với ta từ nay nàng không bao giờ đánh giá người khác qua vẻ bề ngoài nữa,ta xẵn xàng tha thứ nếu nàng hứa với ta từ nay nàng không bao giờ đánh giá người khác qua vẻ bề ngoài nữa,S0009
NHM_7_NU_S0006_136,audio_data/train/NHM_7_NU_S0006_136.wav,đó là hai thứ không thể thiếu của con người dân việt nam mỗi khi tết đến xuân về,đó là hai thứ không thể thiếu của con người dân việt nam mỗi khi tết đến xuân về,S0006
MK_7_NAM_S0005_3,audio_data/train/MK_7_NAM_S0005_3.wav,theo ông cháu được về quê,theo ông cháu được về quê,S0005
TTD_7_NAM_S0001_72,audio_data/train/TTD_7_NAM_S0001_72.wav,khi chim con mới ra đời bố mẹ không mớm mồi mà mớm xữa chứa trong diều cho con,khi chim con mới da đời bố mẹ không mớm mồi mà mớm sữa chứa trong diều cho con,S0001
PC_7_NAM_S0004_79,audio_data/train/PC_7_NAM_S0004_79.wav,vậy thì bạn thích đi du lịch ở đâu,vậy thì bạn thích đi du lịch ở đâu,S0004
TPA_Nu_6_S0009_165,audio_data/train/TPA_Nu_6_S0009_165.wav,thầy giáo tạm biệt từng đứa chúng tôi,thầy giáo tạm biệt từng đứa chúng tôi,S0009
NT_7_NAM_S0009_57,audio_data/train/NT_7_NAM_S0009_57.wav,xuất quân đưa quân đi đánh giặc,xuất quân đưa quân đi đánh giặc,S0009
THA_7_NU_S0043_138,audio_data/train/THA_7_NU_S0043_138.wav,khi lớn thêm một tuổi,khi lớn thêm một tuổi,S0043
NMA_7_NU_S0002_182,audio_data/train/NMA_7_NU_S0002_182.wav,lũ con chiêm chiếp theo liền đằng sau,lũ con chiêm chiếp theo liên đằng xau,S0002
NMA_7_NU_S0002_26,audio_data/train/NMA_7_NU_S0002_26.wav,lòng suối nhiều đá sắc,lòng xuối nhiều đá xắc,S0002
PC_7_NAM_S0004_128,audio_data/train/PC_7_NAM_S0004_128.wav,còn con mèo của tớ thì tên là miu,còn con mèo của tớ thì tên là miu,S0004
TTD_7_NAM_S0001_52,audio_data/train/TTD_7_NAM_S0001_52.wav,mỗi một nhà tớ có bốn tầng thì mỗi tầng để một con mèo,mỗi một nhà tớ có bốn tầng thì mỗi tầng để một con mèo,S0001
PTT_7_NU_S0041_14,audio_data/train/PTT_7_NU_S0041_14.wav,đồng giọng buồn buồn chỉ có em là chẳng ai yêu,đồng giọng buồn buồn chỉ có em là chẳng ai yêu,S0041
NMA_7_NU_S0002_164,audio_data/train/NMA_7_NU_S0002_164.wav,vẽ về làng ta,vẽ về làng ta,S0002
LDMT_Nam_6_S00047_19,audio_data/train/LDMT_Nam_6_S00047_19.wav,khi đi nó hứa sẽ đem về đủ thứ cỏ lạ quả thơm và làm quà cho thỏ và nhím,khi đi nó hứa sẽ đem về đủ thứ cỏ lạ quả thơm và làm quà cho thỏ và nhím,S00047
NNM_Nu_6_S00045_48,audio_data/train/NNM_Nu_6_S00045_48.wav,thế là sói giựt một cái thật mạnh,thế là sói giựt một cái thật mạnh,S00045
NNM_Nu_6_S00045_83,audio_data/train/NNM_Nu_6_S00045_83.wav,sói lại thổi bay nhà lợn nhỡ,sói lại thổi bay nhà lợn nhỡ,S00045
NTM_Nam_6_S00010_11,audio_data/train/NTM_Nam_6_S00010_11.wav,có khướu đánh đu,có khiếu đánh đu,S00010
NHM_7_NU_S0006_138,audio_data/train/NHM_7_NU_S0006_138.wav,bạn ơi mình hỏi bạn trước đã,bạn ơi mình hỏi bạn trước đã,S0006
THA_Nu_6_S00042_166,audio_data/train/THA_Nu_6_S00042_166.wav,ai cũng tranh nhau kể cho mẹ nghe việc mình làm,ai cũng tranh nhau kể cho mẹ nghe việc mình làm,S00042
NMA_7_NU_S0002_88,audio_data/train/NMA_7_NU_S0002_88.wav,nhìn như giao việc thông minh đúng tài,nhìn như giao việc thông minh đúng tài,S0002
NMA_7_NU_S0002_222,audio_data/train/NMA_7_NU_S0002_222.wav,ở âu cơ cùng năm mươi con xinh sinh sống trên đất liền,ở âu cơ cùng năm mươi con xinh xống trên đất liền,S0002
TTD_7_NAM_S0001_172,audio_data/train/TTD_7_NAM_S0001_172.wav,rồi giờ thì mình đọc bàn thơ trâu ơi nhá,rồi giờ thì mình đọc bàn thơ trâu ơi nhá,S0001
GQM_Nam_6_S0006_88,audio_data/train/GQM_Nam_6_S0006_88.wav,tớ đố quang minh nàng tiên cá có những những hình dạng gì,tớ đố quang minh nàng tiên cá có những những hình dạng gì,S0006
MK_7_NU_S0007_26,audio_data/train/MK_7_NU_S0007_26.wav,bò ơi bò nghỉ,bò ơi bò nghĩ,S0007
TPA_Nu_6_S0009_73,audio_data/train/TPA_Nu_6_S0009_73.wav,sóc con vâng lời bà mang thư đi,xóc con vâng lời bà mang thư đi,S0009
PC_7_NAM_S0004_110,audio_data/train/PC_7_NAM_S0004_110.wav,mẹ tớ trồng ở nhà mẹ tớ,mẹ tớ trồng ở nhà mẹ tớ,S0004
GQM_Nam_6_S0006_70,audio_data/train/GQM_Nam_6_S0006_70.wav,nàng tiên cá là con vua biển,nàng tiên cá là con vua biển,S0006
NMA_7_NU_S0002_124,audio_data/train/NMA_7_NU_S0002_124.wav,cây đa nghìn năm đã gắn liền với thời thơ ấu của chúng tôi,cây đa nghìn năm đã gắn liền với thời thơ ấu của chúng tôi,S0002
PC_7_NAM_S0004_109,audio_data/train/PC_7_NAM_S0004_109.wav,tớ cũng rất thích hoa hồng,tớ cũng dất thích hoa hồng,S0004
TPA_Nu_6_S0009_150,audio_data/train/TPA_Nu_6_S0009_150.wav,đó sẽ là quà tặng khi cha mẹ chúng tôi đến dự buổi học,đó sẽ là quà tặng khi cha mẹ chúng tôi đến dự buổi học,S0009
TTD_7_NAM_S0001_153,audio_data/train/TTD_7_NAM_S0001_153.wav,rồi còn hai ý hai tìm từ ngữ tả hình dáng con trâu trong bốn dòng thơ đầu,rồi còn hai ý hai tìm từ ngữ tả hình dáng con trâu trong bốn dòng thơ đầu,S0001
TTD_7_NAM_S0001_26,audio_data/train/TTD_7_NAM_S0001_26.wav,mắt đen sáng ngời,mắt đen xáng ngời,S0001
TTT_Nu_6_S00049_64,audio_data/train/TTT_Nu_6_S00049_64.wav,dùng tay làm đập một cái,dùng tay làm đập một cái,S00049
DNK_7_NU_S0048_227,audio_data/train/DNK_7_NU_S0048_227.wav,nói và đáp lại lời từ chối trong các tình huống sau,nói và đáp lại lời từ chối trong các tình huống sau,S0048
TPA_Nu_6_S0009_88,audio_data/train/TPA_Nu_6_S0009_88.wav,ôi thế à sóc chị buồn quá,ôi thế à xóc chị buồn quá,S0009
NHM_7_NU_S0006_186,audio_data/train/NHM_7_NU_S0006_186.wav,vua nhận ra ngay giọng của mèo đã tặng mình rất nhiều món quà dạo trước,vua nhận da ngay giọng của mèo đã tặng mình dất nhiều món quà dạo trước,S0006
TTT_Nu_6_S00049_48,audio_data/train/TTT_Nu_6_S00049_48.wav,cảm ơn bạn,cảm ơn bạn,S00049
DNK_7_NU_S0048_276,audio_data/train/DNK_7_NU_S0048_276.wav,tội nghiệp con chim khi nó còn sống và ca hát,tội nghiệp con chim khi nó còn sống và ca hát,S0048
THA_Nu_6_S00042_111,audio_data/train/THA_Nu_6_S00042_111.wav,bạn có thể tìm cho tớ tiếng nào có âm u,bạn có thể tìm cho tớ tiếng nào có âm u,S00042
PC_7_NAM_S0004_31,audio_data/train/PC_7_NAM_S0004_31.wav,vậy câu thơ nào cho thấy bầy chim cu rất thích bờ tre,vậy câu thơ nào cho thấy bầy chim cu dất thích bờ tre,S0004
NDBA_7_NAM_S0010_70,audio_data/train/NDBA_7_NAM_S0010_70.wav,hãy cho tôi một đôi hia và chiếc áo khoác rồi tôi sẽ làm cho cậu nở mày nở mặt cho mà xem,hãy cho tôi một đôi hia và chiếc áo khoác dồi tôi sẽ làm cho cậu nở mày nở mặt cho mà xem,S0010
NMA_7_NU_S0002_83,audio_data/train/NMA_7_NU_S0002_83.wav,lừa địch chú khỉ khôn ngoan,lừa địch chú khỉ khôn ngoan,S0002
NT_7_NAM_S0009_70,audio_data/train/NT_7_NAM_S0009_70.wav,nếu được đặt một tên khác cho câu chuyện em sẽ đặt tên nào,nếu được đặt một tên khác cho câu chuyện em xẽ đặt tên nào,S0009
THA_7_NU_S0043_48,audio_data/train/THA_7_NU_S0043_48.wav,câu chuyện ca ngợi tấm gương giàu nghị lực của nguyễn ngọc ký,câu chuyện ca ngợi tấm gương giàu nghị lực của nguyễn ngọc ký,S0043
DNK_7_NU_S0048_172,audio_data/train/DNK_7_NU_S0048_172.wav,ghép đúng,ghép đúng,S0048
NHM_7_NU_S0006_189,audio_data/train/NHM_7_NU_S0006_189.wav,trong khi chàng trai trẻ lên xe ngựa nhà vua thì mèo đã phóng đi trước,trong khi chàng trai trẻ lên xe ngựa nhà vua thì mèo đã phóng đi trước,S0006
PTT_7_NU_S0041_138,audio_data/train/PTT_7_NU_S0041_138.wav,bê tiếng mọi người lao sao,bê tiếng mọi người lao sao,S0041
NMA_7_NU_S0002_65,audio_data/train/NMA_7_NU_S0002_65.wav,thoắt mùa xuân sang,thoát mùa xuân xang,S0002
TPA_Nu_6_S0009_70,audio_data/train/TPA_Nu_6_S0009_70.wav,một hôm bà thấy trong người mệt mỏi,một hôm bà thấy trong người mệt mỏi,S0009
NTN_7_NU_S0042_89,audio_data/train/NTN_7_NU_S0042_89.wav,nắng ghé vào cửa lớp,nắng ghé vào cửa lớp,S0042
NTN_7_NU_S0042_93,audio_data/train/NTN_7_NU_S0042_93.wav,yêu thương em ngắm mãi,yêu thương em ngắm mãi,S0042
DNK_7_NU_S0048_17,audio_data/train/DNK_7_NU_S0048_17.wav,đến lượt cậu,đến lượt cậu,S0048
THA_Nu_6_S00042_18,audio_data/train/THA_Nu_6_S00042_18.wav,bạn cho mình biết tiếng nào có âm sờ,bạn cho mình biết tính nào có âm sờ,S00042
NNM_Nu_6_S00045_123,audio_data/train/NNM_Nu_6_S00045_123.wav,cá sấu bất ngờ làm gì,cá sấu bất ngờ làm gì,S00045
TTT_Nu_6_S00049_57,audio_data/train/TTT_Nu_6_S00049_57.wav,còn lợn nhỡ làm một ngôi nhà bằng củi gỗ,còn lợn nhỡ làm một ngôi nhà bằng củi gỗ,S00049
VTA_Nam_6_S0002_23,audio_data/train/VTA_Nam_6_S0002_23.wav,thấy thỏ chó bỏ quạ lao tới,thấy thỏ chó bỏ quạ lao tới,S0002
HYT_Nu_6_S0005_85,audio_data/train/HYT_Nu_6_S0005_85.wav,nàng tiên cá có tất cả các thứ nàng muốn,nàng tiên cá có tất cả các thứ nàng muốn,S0005
DNK_7_NU_S0048_225,audio_data/train/DNK_7_NU_S0048_225.wav,em rất đồng tình với ý kiến không tớ không bắt chim đâu tội nghiệp nó,em rất đồng tình với ý kiến không tớ không bắt chim đâu tội nghiệp nó,S0048
TTD_7_NAM_S0001_54,audio_data/train/TTD_7_NAM_S0001_54.wav,bố mẹ tớ mỗi khi tớ làm gì không đúng bố mẹ tớ đều dạy tớ tớ chứ bố mẹ không đánh,bố mẹ tớ mỗi khi tớ làm gì không đúng bố mẹ tớ đều dạy tớ tớ chứ bố mẹ không đánh,S0001
NMA_7_NU_S0002_187,audio_data/train/NMA_7_NU_S0002_187.wav,bài thơ là lời của ai,bài thơ là lời của ai,S0002
PC_7_NAM_S0004_51,audio_data/train/PC_7_NAM_S0004_51.wav,tớ thích nhất là loài động vật con nai,tớ thích nhất là loài động vật con nai,S0004
THA_7_NU_S0043_129,audio_data/train/THA_7_NU_S0043_129.wav,rau xum xuê nương bãi,rau xum xuê lương bãi,S0043
TTD_7_NAM_S0001_131,audio_data/train/TTD_7_NAM_S0001_131.wav,bây giờ tớ đọc đoạn một nhá,bây giờ tớ đọc đoạn một nhá,S0001
PTT_7_NU_S0041_125,audio_data/train/PTT_7_NU_S0041_125.wav,đến tớ hỏi cậu giữa buổi trưa hè yên tĩnh có những hoạt động gì,đến tớ hỏi cậu giữa buổi trưa hè yên tĩnh có những hoạt động gì,S0041
NHM_7_NU_S0006_84,audio_data/train/NHM_7_NU_S0006_84.wav,nước dòng sông cửu long,nước dòng xông cửu long,S0006
DNK_7_NU_S0048_113,audio_data/train/DNK_7_NU_S0048_113.wav,mỏ vẹt khoằm khoằm như cái sừng trâu vừa dày vừa cứng,mỏ vẹt khoằm khoằm như cái sừng châu vừa dày vừa cứng,S0048
MK_7_NAM_S0005_34,audio_data/train/MK_7_NAM_S0005_34.wav,quê tớ có món bánh đa kế rất ngon ờ đơn giản nhưng mà nó lại rất ngon,quê tớ có món bánh đa kế dất ngon ờ đơn giản nhưng mà nó lại dất ngon,S0005
NNM_Nu_6_S00045_161,audio_data/train/NNM_Nu_6_S00045_161.wav,tiếng nào có vần óp,tiếng nào có vần óp,S00045
TTD_7_NAM_S0001_134,audio_data/train/TTD_7_NAM_S0001_134.wav,cái sừng nó vênh vênh,cái xừng nó vênh vênh,S0001
NDBA_7_NAM_S0010_5,audio_data/train/NDBA_7_NAM_S0010_5.wav,sóc con vùi những hạt thông xuống lớp đất mềm chờ mưa đến những cây thông non sẽ vươn lên,sóc con vùi những hạt thông xuống lớp đất mềm chờ mưa đến những cây thông non xẽ vươn lên,S0010
NT_7_NAM_S0009_29,audio_data/train/NT_7_NAM_S0009_29.wav,thần gió tượng trưng cho sức mạnh của thiên nhiên,thần gió tượng trưng cho xức mạnh của thiên nhiên,S0009
PTT_7_NU_S0041_34,audio_data/train/PTT_7_NU_S0041_34.wav,thảo my ơi bây giờ chúng ta cùng phán đoán phần đọc hiểu nhé,thảo my ơi bây giờ chúng ta cùng phán đoán phần đọc hiểu nhé,S0041
THA_Nu_6_S00042_222,audio_data/train/THA_Nu_6_S00042_222.wav,cả nhà ve chả có gì,cả nhà ve chả có gì,S00042
TTT_Nu_6_S00049_62,audio_data/train/TTT_Nu_6_S00049_62.wav,hãy đi đi,hãy đi đi,S00049
TPA_Nu_6_S0009_10,audio_data/train/TPA_Nu_6_S0009_10.wav,tiếp đó lại quay sang gà mái vàng,tiếp đó lại quay xang gà mái vàng,S0009
THA_Nu_6_S00042_184,audio_data/train/THA_Nu_6_S00042_184.wav,thấy vậy sói làm gì,thấy vậy sói làm gì,S00042
DNK_7_NU_S0048_146,audio_data/train/DNK_7_NU_S0048_146.wav,che tre chợt tưng bừng,che che chợt tưng bừng,S0048
NHM_7_NU_S0006_141,audio_data/train/NHM_7_NU_S0006_141.wav,còn mình thì rất thích nhân vật lang liêu giống như bạn,còn mình thì dất thích nhân vật lang liêu giống như bạn,S0006
DNK_7_NU_S0048_65,audio_data/train/DNK_7_NU_S0048_65.wav,chao mình rung động,chao mình rung động,S0048
THA_Nu_6_S00042_104,audio_data/train/THA_Nu_6_S00042_104.wav,dạ chỉ là chó xù ạ,dạ chỉ là chó xù ạ,S00042
TPA_Nu_6_S0009_6,audio_data/train/TPA_Nu_6_S0009_6.wav,vì thế gà trống cho là mình rất quan trọng,vì thế gà trống cho là mình rất quan trọng,S0009
NHM_7_NU_S0006_64,audio_data/train/NHM_7_NU_S0006_64.wav,nước trong ao hồ trong đồng ruộng của mùa mưa hòa lẫn với nước dòng sông cửu long,nước trong ao hồ trong đồng ruộng của mùa mưa hòa lẫn với nước dòng xông cửu long,S0006
MK_7_NAM_S0005_12,audio_data/train/MK_7_NAM_S0005_12.wav,vườn sau gà bới giun lên,vườn xau gà bới giun lên,S0005
VTA_Nam_6_S0002_17,audio_data/train/VTA_Nam_6_S0002_17.wav,thỏ trắng khoe với các bạn,thỏ trắng khoe với các bạn,S0002
DNK_7_NU_S0048_24,audio_data/train/DNK_7_NU_S0048_24.wav,rau xum xuê nương bãi,rau xum xuê nương mãi,S0048
HYT_Nu_6_S0005_46,audio_data/train/HYT_Nu_6_S0005_46.wav,đó là con mèo,đó là con mèo,S0005
PC_7_NAM_S0004_135,audio_data/train/PC_7_NAM_S0004_135.wav,vậy thì ở trường cậu thường làm gì khi được ra chơi,vậy thì ở trường cậu thường làm gì khi được da chơi,S0004
THA_Nu_6_S0001_3,audio_data/train/THA_Nu_6_S0001_3.wav,thế bây giờ cậu đọc cho tớ nghe đi,thế bây giờ cậu đọc cho tớ nghe đi,S0001
TTD_7_NAM_S0001_92,audio_data/train/TTD_7_NAM_S0001_92.wav,quan sát tranh ảnh và ghi lại kết quả quan sát,quan sát tranh ảnh và ghi lại kết quả quan sát,S0001
NMA_7_NU_S0002_10,audio_data/train/NMA_7_NU_S0002_10.wav,cao cổ cao cổ về chiều cao,cao cổ cao cổ về chiều cao,S0002
NTM_Nam_6_S00010_8,audio_data/train/NTM_Nam_6_S00010_8.wav,có nồi cơm nếp,có nồi cơm nếp,S00010
TPA_Nu_6_S0009_9,audio_data/train/TPA_Nu_6_S0009_9.wav,cô dọn cái rác này đi,cô dọn cái rác này đi,S0009
NDBA_7_NAM_S0010_121,audio_data/train/NDBA_7_NAM_S0010_121.wav,một lát sau ngài đoàn xe ngựa của nhà vua đi đến của toà lâu đài,một lát xau ngài đoàn xe ngựa của nhà vua đi đến của toà lâu đài,S0010
TTD_7_NAM_S0001_126,audio_data/train/TTD_7_NAM_S0001_126.wav,nhưng đấy không phải anh chị đẻ của tớ mà là anh chị họ của tớ,nhưng đấy không phải anh chị đẻ của tớ mà là anh chị họ của tớ,S0001
MK_7_NU_S0007_44,audio_data/train/MK_7_NU_S0007_44.wav,đó là những mùa nào,đó là những mùa nào,S0007
NMA_7_NU_S0002_170,audio_data/train/NMA_7_NU_S0002_170.wav,nói về một hình ảnh mà em thích trong bài thơ,nói về một hình ảnh mà em thích trong bài thơ,S0002
PTT_7_NU_S0041_3,audio_data/train/PTT_7_NU_S0041_3.wav,chuyện bốn mùa,chuyện bốn mùa,S0041
TTD_7_NAM_S0001_32,audio_data/train/TTD_7_NAM_S0001_32.wav,bạn diều bạn quạ,bạn diều bạn quạ,S0001
NDBA_7_NAM_S0010_55,audio_data/train/NDBA_7_NAM_S0010_55.wav,con cá heo có thể cứu người,con cá heo có thể cứu người,S0010
TPA_Nu_6_S0009_209,audio_data/train/TPA_Nu_6_S0009_209.wav,nhưng em đã đối xử tệ với chàng khi chàng còn là ếch,nhưng em đã đối xử tệ với chàng khi chàng còn là ếch,S0009
PTT_7_NU_S0041_143,audio_data/train/PTT_7_NU_S0041_143.wav,chọn ý đúng,chọn ý đúng,S0041
LDMT_Nam_6_S00047_3,audio_data/train/LDMT_Nam_6_S00047_3.wav,dép đẹp quá khi chi đi dép cứ chíp chíp chíp chíp,dép đẹp quá khi chi đi dép cứ chíp chíp chíp chíp,S00047
DNK_7_NU_S0048_311,audio_data/train/DNK_7_NU_S0048_311.wav,còn cậu cậu muốn nói gì,còn cậu cậu muốn nói gì,S0048
MK_7_NU_S0007_20,audio_data/train/MK_7_NU_S0007_20.wav,thế bây giờ mình bây giờ tớ với cậu lại đọc thêm một bài nữa nhé,thế bây giờ mình bây giờ tớ với cậu lại đọc thêm một bài nữa nhé,S0007
HYT_Nu_6_S0005_14,audio_data/train/HYT_Nu_6_S0005_14.wav,chuột út hai,chuột út hai,S0005
TTD_7_NAM_S0001_50,audio_data/train/TTD_7_NAM_S0001_50.wav,bố tớ nuôi nhiều mèo lắm khoảng tầm bốn con cơ,bố tớ nuôi nhiều mèo lắm khoảng tầm bốn con cơ,S0001
TTT_Nu_6_S00049_38,audio_data/train/TTT_Nu_6_S00049_38.wav,cảm ơn bạn,cảm ơn bạn,S00049
NNM_Nu_6_S00045_37,audio_data/train/NNM_Nu_6_S00045_37.wav,đúng rồi bạn giỏi quá,đúng rồi bạn giỏi quá,S00045
VTA_Nam_6_S0002_15,audio_data/train/VTA_Nam_6_S0002_15.wav,để tớ đọc lại nhé,để tớ đọc lại nhé,S0002
TTD_7_NAM_S0001_45,audio_data/train/TTD_7_NAM_S0001_45.wav,líu ríu chạy chạy như dính chân vào nhau,líu ríu chạy chạy như dính chân vào nhau,S0001
TPA_Nu_6_S0009_45,audio_data/train/TPA_Nu_6_S0009_45.wav,nhìn bác chó đang nghếch mõm nằm dài trên sân tắm nắng chú bèn lại gần lay lay,nhìn bác chó đang nghếch mõm nằm dài trên xân tắm nắng chú bèn lại gần lay lay,S0009
TPA_Nu_6_S0009_20,audio_data/train/TPA_Nu_6_S0009_20.wav,cô dọn cái rác này đi,cô dọn cái rác này đi,S0009
TTD_7_NAM_S0001_164,audio_data/train/TTD_7_NAM_S0001_164.wav,đây là phần luyện tập,đây là phần luyện tập,S0001
PC_7_NAM_S0004_13,audio_data/train/PC_7_NAM_S0004_13.wav,đỗ xuống cành mềm,đỗ xuống cành mềm,S0004
DNK_7_NU_S0048_198,audio_data/train/DNK_7_NU_S0048_198.wav,và chôn cất thật long trọng,và chôn cất thật long trọng,S0048
TTD_7_NAM_S0001_129,audio_data/train/TTD_7_NAM_S0001_129.wav,còn hai hai anh chị đấy thì chị của tớ học lớp năm còn anh của tớ thì học cấp hai,còn hai hai anh chị đấy thì chị của tớ học lớp năm còn anh của tớ thì học cấp hai,S0001
VTA_Nam_6_S0002_18,audio_data/train/VTA_Nam_6_S0002_18.wav,tớ biết bay,tớ biết bay,S0002
TTD_7_NAM_S0001_97,audio_data/train/TTD_7_NAM_S0001_97.wav,cậu phải sửa cái từ to thành cái từ nó rất nó rất đáng yêu ấy,cậu phải sửa cái từ to thành cái từ nó rất nó rất đáng yêu ấy,S0001
NMA_7_NU_S0002_270,audio_data/train/NMA_7_NU_S0002_270.wav,mọi người ùa tới,mọi người ùa tới,S0002
THA_Nu_6_S00042_108,audio_data/train/THA_Nu_6_S00042_108.wav,lũ gà lũ gà ngỡ sư tử là chó xù,lũ gà lũ gà ngỡ sư tử là chó xù,S00042
DNK_7_NU_S0048_93,audio_data/train/DNK_7_NU_S0048_93.wav,có những loài chim đại bàng thiên nga chim cơ púc,có những loài chim đại bàng thiên nga chim cơ púc,S0048
PTT_7_NU_S0041_2,audio_data/train/PTT_7_NU_S0041_2.wav,tớ sẽ đọc đoạn tớ sẽ đọc đoạn đầu tiên,tớ sẽ đọc đoạn tớ sẽ đọc đoạn đầu tiên,S0041
THA_Nu_6_S00042_22,audio_data/train/THA_Nu_6_S00042_22.wav,gỗ cậu giỏi quá tớ khen cậu,gỗ cậu rỏi quá tớ khen cậu,S00042
NDBA_7_NAM_S0010_60,audio_data/train/NDBA_7_NAM_S0010_60.wav,bác thợ xay già có ba người con trai,bác thợ xay già có ba người con trai,S0010
DNK_7_NU_S0048_243,audio_data/train/DNK_7_NU_S0048_243.wav,hãy để nó tự do,hãy để nó tự do,S0048
NHM_7_NU_S0006_2,audio_data/train/NHM_7_NU_S0006_2.wav,mình đọc đoạn một bạn đọc đoạn hai rồi mình lại đọc đoạn ba bạn đọc đoạn bốn rồi cứ như thế nhé,mình đọc đoạn một bạn đọc đoạn hai dồi mình lại đọc đoạn ba bạn đọc đoạn bốn dồi cứ như thế nhé,S0006
NHM_7_NU_S0006_150,audio_data/train/NHM_7_NU_S0006_150.wav,hai người anh giành được chiếc cối xay và con lừa,hai người anh giành được chiếc cối xay và con lừa,S0006
PTT_7_NU_S0041_82,audio_data/train/PTT_7_NU_S0041_82.wav,bò ơi bò nghỉ,bò ơi bò nghỉ,S0041
NHM_7_NU_S0006_147,audio_data/train/NHM_7_NU_S0006_147.wav,một bác thợ xay già có ba người con,một bác thợ xay già có ba người con,S0006
HYT_Nu_6_S0005_35,audio_data/train/HYT_Nu_6_S0005_35.wav,nó nằm thu lu trên sân,nó nằm thu lu trên xân,S0005
THA_Nu_6_S0001_18,audio_data/train/THA_Nu_6_S0001_18.wav,có gáo múc nước,có gáo mút nước,S0001
GQM_Nam_6_S0006_8,audio_data/train/GQM_Nam_6_S0006_8.wav,con sợ quá,con sợ quá,S0006
